host_response_rate,host_is_superhost,host_identity_verified,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,availability_90,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,check_in_24h,air_conditioning,high_end_electronics,bbq,balcony,nature_and_views,bed_linen,breakfast,tv,coffee_machine,cooking_basics,washers,elevator,gym,child_friendly,parking,outdoor_space,host_greeting,hot_tub_sauna_or_pool,internet,long_term_stays,pets_allowed,private_entrance,secure,self_check_in,smoking_allowed,accessible,event_suitable
100,True,True,80223,39.71891,-104.9966,House,Entire home/apt,10,2,4,7,169.0,1169.0,199.0,2,29.0,3,19,98,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,1,0,0,2.78,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0
80,False,True,80227,39.66155,-105.05787,House,Entire home/apt,10,3,5,6,499.0,500.0,250.0,1,0.0,3,88,98,10,10.0,10.0,10.0,10.0,9.0,False,flexible,1,1,0,0,0.58,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0
100,False,False,80211,39.7607,-105.01988,House,Entire home/apt,6,1,2,3,125.0,0.0,90.0,4,50.0,2,20,91,9,10.0,10.0,10.0,10.0,9.0,True,moderate,1,1,0,0,5.47,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0
90,False,True,80205,39.75788,-104.97592,Apartment,Entire home/apt,2,1,0,1,99.0,100.0,0.0,1,0.0,2,47,99,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,5.45,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0
100,True,True,80223,39.71474,-104.99366,House,Private room,4,1,2,2,59.0,0.0,15.0,2,15.0,2,41,99,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,0,1,0,3.26,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0
20,False,False,80202,39.7472,-104.99748999999998,Apartment,Entire home/apt,3,1,0,1,71.0,100.0,125.0,3,0.0,30,90,85,9,9.0,10.0,9.0,10.0,8.0,True,strict_14_with_grace_period,1,1,0,0,0.5,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0
100,True,True,80219,39.70272,-105.04648999999999,House,Entire home/apt,5,1,2,3,80.0,100.0,20.0,1,0.0,2,13,100,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,6.8,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0
100,True,True,80211,39.765879999999996,-105.00948000000001,Apartment,Entire home/apt,3,1,1,3,50.0,0.0,85.0,1,30.0,1,89,95,10,10.0,10.0,10.0,10.0,9.0,False,strict_14_with_grace_period,4,4,0,0,5.59,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0
100,True,True,80221,39.7844,-105.01125,House,Entire home/apt,4,1,1,2,61.0,150.0,35.0,2,20.0,1,0,99,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,8.11,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0
100,False,True,80210,39.68812,-104.98662,Apartment,Private room,3,1,1,1,40.0,0.0,20.0,1,10.0,2,15,100,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,0,1,0,1.62,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
100,False,False,80204,39.73842,-105.05033,House,Entire home/apt,8,2,4,5,120.0,400.0,150.0,4,20.0,1,26,92,9,9.0,10.0,9.0,9.0,9.0,True,super_strict_60,1,1,0,0,4.27,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0
100,True,False,80204,39.73222,-105.00317,Apartment,Entire home/apt,6,1,2,3,159.0,199.0,75.0,2,20.0,1,73,94,9,9.0,9.0,10.0,9.0,9.0,False,moderate,13,5,7,0,5.93,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
90,True,False,80214,39.741240000000005,-105.05296000000001,House,Entire home/apt,8,2,3,4,199.0,500.0,125.0,8,0.0,1,73,99,10,10.0,10.0,10.0,9.0,10.0,False,moderate,1,1,0,0,1.4,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0
100,True,False,80203,39.7336,-104.9795,House,Entire home/apt,3,1,1,2,125.0,0.0,45.0,2,20.0,30,54,98,10,10.0,10.0,10.0,10.0,10.0,True,flexible,2,2,0,0,5.32,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
100,True,False,80204,39.72931,-105.00124,House,Private room,2,1,1,1,51.0,200.0,40.0,2,20.0,1,42,98,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,3,0,3,0,7.47,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0
100,True,False,80206,39.74437,-104.94639,Apartment,Entire home/apt,5,1,2,2,150.0,150.0,75.0,5,75.0,2,68,97,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,2.49,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
100,True,True,80237,39.64873,-104.88694,House,Private room,1,1,1,1,50.0,0.0,50.0,1,25.0,10,90,100,10,10.0,10.0,10.0,10.0,10.0,True,flexible,2,0,2,0,0.55,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1
100,True,False,80210,39.687020000000004,-104.97748,Apartment,Entire home/apt,4,1,0,2,100.0,0.0,50.0,1,0.0,2,0,100,10,10.0,10.0,10.0,10.0,10.0,False,flexible,2,2,0,0,4.34,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0
100,False,True,80223,39.69826,-105.00565,House,Entire home/apt,4,1,2,2,120.0,0.0,60.0,4,50.0,2,0,93,10,10.0,10.0,9.0,10.0,9.0,True,moderate,1,1,0,0,1.86,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0
97,False,False,80220,39.7451,-104.92095,House,Entire home/apt,6,2,3,3,300.0,0.0,100.0,1,0.0,2,75,96,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,0.72,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0
100,True,True,80203,39.725120000000004,-104.97953999999999,Apartment,Entire home/apt,4,1,1,2,125.0,1000.0,60.0,2,10.0,1,57,99,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,4.48,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0
100,True,False,80210,39.6947,-104.98488,Apartment,Entire home/apt,5,1,1,3,89.0,0.0,50.0,3,20.0,1,72,98,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,4.95,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0
97,False,False,80205,39.753,-104.96153000000001,House,Entire home/apt,11,4,4,8,300.0,350.0,240.0,4,40.0,3,0,100,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,1,0,0,0.78,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0
100,True,False,80236,39.66179,-105.04023000000001,House,Private room,3,1,1,2,47.0,100.0,25.0,1,10.0,1,71,99,10,10.0,10.0,10.0,10.0,10.0,True,flexible,1,0,1,0,2.63,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0
100,True,False,80202,39.75999,-104.99566999999999,Apartment,Entire home/apt,4,1,1,2,135.0,500.0,45.0,4,25.0,4,12,99,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,3.83,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0
100,False,True,80212,39.77199,-105.03697,House,Entire home/apt,10,3,3,3,500.0,150.0,240.0,6,12.0,2,62,92,9,9.0,10.0,10.0,10.0,9.0,True,strict_14_with_grace_period,3,3,0,0,1.14,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0
90,True,True,80205,39.74624,-104.96115,House,Entire home/apt,6,2,2,3,120.0,200.0,85.0,4,0.0,30,78,96,10,9.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,4,4,0,0,1.8,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0
90,True,True,80206,39.74628,-104.9614,House,Entire home/apt,5,2,2,3,199.0,300.0,155.0,4,50.0,30,82,96,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,4,4,0,0,1.9,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0
100,False,True,80206,39.73677,-104.96412,House,Private room,4,1,1,1,149.0,500.0,75.0,1,0.0,2,84,98,10,10.0,10.0,10.0,10.0,9.0,True,strict_14_with_grace_period,1,0,1,0,0.52,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0
100,True,False,80205,39.7609,-104.9817,House,Entire home/apt,8,3,4,6,445.0,500.0,150.0,6,50.0,2,46,99,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,2.9,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0
100,True,False,80249,39.783640000000005,-104.78008,House,Entire home/apt,12,3,4,7,650.0,0.0,230.0,1,0.0,2,58,100,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,3.27,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1
100,False,False,80249,39.782779999999995,-104.74848,House,Private room,5,1,2,2,70.0,0.0,50.0,4,10.0,2,0,90,9,9.0,9.0,10.0,9.0,9.0,False,moderate,1,0,1,0,1.16,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0
100,True,True,80206,39.74635,-104.963,House,Private room,2,1,1,1,45.0,100.0,50.0,1,0.0,1,77,99,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,3,0,3,0,6.16,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
100,True,True,80211,39.75163,-105.02836,Apartment,Entire home/apt,2,1,1,1,70.0,0.0,45.0,2,10.0,2,0,99,10,10.0,10.0,10.0,10.0,10.0,False,moderate,2,1,1,0,3.84,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
100,True,False,80249,39.79368,-104.75643000000001,House,Private room,4,1,2,4,65.0,0.0,25.0,1,0.0,1,66,97,10,10.0,10.0,10.0,10.0,9.0,False,strict_14_with_grace_period,1,0,1,0,4.61,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
97,False,False,80205,39.75708,-104.96441000000002,House,Entire home/apt,4,1,2,2,175.0,0.0,80.0,2,10.0,3,0,100,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,1,1,0,0,0.58,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0
97,False,False,80205,39.74947,-104.96887,Apartment,Entire home/apt,2,1,1,1,125.0,200.0,120.0,1,0.0,30,89,99,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,1,0,0,2.51,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
100,True,True,80211,39.75835,-105.01551,Apartment,Entire home/apt,3,1,1,1,103.0,150.0,98.0,1,8.0,2,67,100,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,1,0,0,4.15,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0
100,True,True,80220,39.74132,-104.90437,House,Private room,2,1,2,2,80.0,0.0,100.0,2,0.0,30,86,96,10,10.0,10.0,10.0,9.0,10.0,True,flexible,3,0,3,0,2.93,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1
100,True,False,80204,39.7343,-104.99231999999999,Apartment,Entire home/apt,3,2,1,1,120.0,0.0,60.0,2,20.0,1,21,98,10,9.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,4.25,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0
97,False,True,80211,39.742309999999996,-105.03737,House,Entire home/apt,5,2,2,4,130.0,300.0,75.0,1,0.0,2,0,100,10,10.0,10.0,10.0,9.0,10.0,False,moderate,1,1,0,0,0.29,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0
97,True,False,80202,39.75182,-104.99683999999999,Apartment,Entire home/apt,4,1,0,2,99.0,299.0,85.0,1,0.0,1,0,93,10,10.0,9.0,10.0,10.0,9.0,False,strict_14_with_grace_period,1,1,0,0,2.56,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
100,True,False,80205,39.766040000000004,-104.97278999999999,House,Entire home/apt,16,3,6,9,799.0,550.0,185.0,1,0.0,29,1,98,10,10.0,10.0,10.0,9.0,10.0,True,strict_14_with_grace_period,13,13,0,0,1.75,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
100,True,False,80249,39.77503,-104.76223,House,Private room,2,1,1,1,45.0,0.0,10.0,1,0.0,1,0,94,10,10.0,10.0,10.0,10.0,10.0,True,moderate,3,1,2,0,9.54,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0
100,True,False,80204,39.73001,-104.99707,House,Entire home/apt,6,1,2,3,137.0,250.0,75.0,3,10.0,1,65,97,10,9.0,10.0,10.0,10.0,9.0,True,strict_14_with_grace_period,9,9,0,0,5.71,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0
50,False,False,80211,39.7625,-105.03556,House,Entire home/apt,5,1,2,3,129.0,0.0,45.0,1,0.0,2,0,96,10,10.0,10.0,10.0,10.0,9.0,False,strict_14_with_grace_period,1,1,0,0,0.47,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0
100,True,True,80206,39.74171,-104.94519,Apartment,Entire home/apt,4,1,1,2,85.0,300.0,60.0,1,10.0,2,61,100,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,4.91,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0
97,False,False,80202,39.74944,-104.9924,Apartment,Entire home/apt,4,1,1,2,105.0,0.0,40.0,2,60.0,3,0,100,10,10.0,10.0,10.0,10.0,10.0,False,flexible,1,1,0,0,0.83,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1
100,True,False,80206,39.72915,-104.9464,Apartment,Entire home/apt,2,1,0,0,75.0,100.0,20.0,1,0.0,2,0,100,10,10.0,10.0,10.0,10.0,10.0,True,flexible,1,1,0,0,3.14,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
100,True,True,80207,39.76362,-104.91946000000002,House,Private room,2,1,1,1,45.0,0.0,0.0,1,0.0,1,77,99,10,10.0,10.0,10.0,10.0,10.0,True,flexible,2,0,2,0,3.24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0
100,True,True,80205,39.753040000000006,-104.98021999999999,Apartment,Entire home/apt,2,1,0,1,130.0,275.0,50.0,2,110.0,1,52,100,10,10.0,10.0,10.0,10.0,10.0,False,flexible,1,1,0,0,8.76,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0
97,False,True,80247,39.70382,-104.86758999999999,House,Entire home/apt,4,1,2,2,65.0,200.0,40.0,1,10.0,5,0,95,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,1,0,0,0.75,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0
100,True,True,80219,39.702690000000004,-105.0417,Apartment,Entire home/apt,7,1,2,4,148.0,0.0,65.0,2,8.0,3,6,98,10,10.0,10.0,10.0,9.0,10.0,False,moderate,1,1,0,0,3.75,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0
50,False,False,80205,39.75854,-104.96813999999999,House,Entire home/apt,16,7,6,11,899.0,500.0,300.0,6,50.0,1,57,100,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,2,2,0,0,2.91,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0
100,True,False,80206,39.73885,-104.95088,Apartment,Entire home/apt,5,1,1,3,78.0,100.0,35.0,2,10.0,2,57,98,10,10.0,10.0,10.0,10.0,10.0,True,moderate,2,2,0,0,2.33,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0
50,False,True,80203,39.72657,-104.97861999999999,House,Private room,2,1,1,2,76.0,100.0,18.0,3,25.0,1,81,93,10,9.0,9.0,9.0,10.0,9.0,False,strict_14_with_grace_period,1,0,1,0,2.97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
100,True,True,80222,39.66979,-104.93646000000001,House,Private room,1,1,1,1,25.0,0.0,10.0,1,0.0,2,0,100,10,9.0,10.0,10.0,10.0,10.0,False,flexible,3,0,3,0,0.42,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
100,True,False,80212,39.766529999999996,-105.0454,Apartment,Entire home/apt,2,1,0,1,33.0,250.0,0.0,1,5.0,30,0,100,10,10.0,10.0,10.0,10.0,10.0,False,flexible,1,1,0,0,0.3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0
100,True,False,80231,39.68765,-104.90131000000001,House,Private room,1,1,1,1,55.0,0.0,0.0,1,0.0,1,70,98,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,1,0,1,0,1.32,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
97,False,True,80204,39.74307,-105.02818,House,Entire home/apt,4,2,2,2,179.0,200.0,45.0,4,10.0,2,0,100,10,10.0,10.0,10.0,9.0,10.0,False,moderate,1,1,0,0,0.29,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
100,True,False,80204,39.735890000000005,-104.99708999999999,House,Entire home/apt,4,1,2,2,175.0,250.0,95.0,2,25.0,1,64,96,9,9.0,10.0,10.0,10.0,9.0,False,moderate,1,1,0,0,3.84,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0
100,True,False,80210,39.68705,-104.9789,House,Entire home/apt,9,3,5,6,260.0,0.0,300.0,10,50.0,4,0,100,10,10.0,10.0,10.0,10.0,8.0,False,strict_14_with_grace_period,2,2,0,0,0.06,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0
100,False,False,80209,39.71066,-104.95636999999999,House,Entire home/apt,2,1,1,1,130.0,500.0,100.0,1,0.0,2,81,99,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,2.04,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0
100,False,True,80205,39.75207,-104.99113999999999,Apartment,Entire home/apt,4,1,1,1,180.0,0.0,30.0,2,60.0,1,3,100,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,0.66,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
100,True,False,80210,39.68326,-104.98592,Apartment,Entire home/apt,2,1,1,1,100.0,300.0,80.0,2,30.0,1,62,99,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,5.29,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
100,True,False,80203,39.72142,-104.98258,House,Entire home/apt,7,2,3,3,129.0,350.0,180.0,7,0.0,1,65,97,10,9.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,3.53,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0
100,True,False,80249,39.77525,-104.76247,House,Private room,2,1,1,1,69.0,0.0,12.0,1,0.0,1,0,96,10,10.0,10.0,10.0,10.0,10.0,True,moderate,3,1,2,0,7.62,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
100,True,True,80205,39.75481,-104.98208000000001,Apartment,Entire home/apt,2,1,0,1,95.0,0.0,60.0,1,0.0,1,4,99,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,2,2,0,0,6.4,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0
100,True,True,80205,39.761959999999995,-104.95156999999999,House,Entire home/apt,2,1,1,1,67.0,0.0,55.0,2,20.0,1,30,94,10,9.0,10.0,9.0,9.0,9.0,True,flexible,1,1,0,0,7.72,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
100,True,True,80203,39.718070000000004,-104.98074,Apartment,Entire home/apt,5,1,2,3,99.0,0.0,100.0,1,0.0,30,0,99,10,10.0,10.0,10.0,10.0,10.0,False,moderate,2,2,0,0,2.99,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0
100,True,False,80203,39.73366,-104.98551,Apartment,Entire home/apt,4,1,1,2,80.0,200.0,63.0,4,50.0,1,67,97,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,4.55,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0
80,False,False,80237,39.640440000000005,-104.89939,Apartment,Entire home/apt,4,2,2,2,119.0,0.0,40.0,4,20.0,1,1,88,9,9.0,9.0,9.0,9.0,9.0,True,flexible,2,2,0,0,2.14,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
97,False,False,80211,39.75675,-105.01377,Apartment,Entire home/apt,2,1,1,1,115.0,0.0,40.0,1,0.0,1,0,100,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,1,1,0,0,1.41,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0
100,True,True,80205,39.757459999999995,-104.95675,House,Entire home/apt,3,1,1,1,80.0,0.0,85.0,1,0.0,1,17,99,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,2.54,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
100,False,False,80207,39.7644,-104.92003000000001,House,Entire home/apt,7,1,3,4,113.0,0.0,50.0,1,0.0,1,60,94,10,9.0,10.0,10.0,9.0,9.0,True,moderate,1,1,0,0,5.79,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1
100,True,False,80211,39.7587,-105.01201999999999,House,Entire home/apt,4,1,1,1,199.0,0.0,50.0,1,0.0,1,0,100,10,10.0,10.0,10.0,10.0,10.0,False,moderate,2,2,0,0,5.82,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0
100,True,False,80205,39.749970000000005,-104.97986000000002,Apartment,Entire home/apt,4,1,1,1,129.0,250.0,75.0,1,0.0,3,4,99,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,1,1,0,0,0.85,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0
97,False,True,80206,39.74215,-104.95381,Apartment,Entire home/apt,4,1,1,2,100.0,0.0,25.0,2,20.0,2,0,100,10,10.0,10.0,10.0,10.0,10.0,False,flexible,1,1,0,0,0.05,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0
100,False,False,80223,39.69577,-105.01621999999999,Apartment,Entire home/apt,6,1,2,3,76.0,150.0,55.0,4,5.0,1,82,96,10,10.0,10.0,10.0,10.0,9.0,True,moderate,1,1,0,0,3.48,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
87,False,True,80210,39.69266,-104.98633999999998,House,Entire home/apt,4,1,2,2,240.0,0.0,138.0,1,0.0,2,73,93,10,9.0,10.0,9.0,10.0,9.0,True,strict_14_with_grace_period,35,35,0,0,0.18,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
87,False,True,80211,39.7539,-105.02391000000001,House,Entire home/apt,8,4,3,3,600.0,0.0,172.0,1,0.0,2,68,100,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,35,35,0,0,0.17,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100,True,False,80211,39.74751,-105.02686000000001,House,Private room,2,1,1,1,76.0,0.0,35.0,1,0.0,1,34,93,10,9.0,10.0,10.0,10.0,9.0,False,moderate,2,0,2,0,3.16,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0
100,False,False,80224,39.713840000000005,-104.91468,House,Entire home/apt,6,3,3,3,175.0,500.0,125.0,6,25.0,3,8,99,10,10.0,10.0,10.0,10.0,10.0,False,moderate,2,2,0,0,3.49,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0
