date,host_response_rate,host_is_superhost,host_identity_verified,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,availability_90,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,check_in_24h,air_conditioning,high_end_electronics,bbq,balcony,nature_and_views,bed_linen,breakfast,tv,coffee_machine,cooking_basics,washers,elevator,gym,child_friendly,parking,outdoor_space,host_greeting,hot_tub_sauna_or_pool,internet,long_term_stays,pets_allowed,private_entrance,secure,self_check_in,smoking_allowed,accessible,event_suitable
2019-07-23,98,False,False,80219,39.69418,-105.035,House,Private room,3,2,1,1,55.0,100.0,24.0,1,12.0,1,89,95,10,9.0,9.0,10.0,10.0,9.0,True,strict_14_with_grace_period,19,0,19,0,4.89,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0
2019-07-23,98,False,False,80219,39.71934,-105.01823,House,Private room,3,2,1,2,55.0,100.0,26.0,1,12.0,1,89,90,10,10.0,10.0,10.0,9.0,10.0,True,strict_14_with_grace_period,19,0,19,0,2.54,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0
2019-02-14,100,True,False,80212,39.77102,-105.04546,Apartment,Entire home/apt,10,1,4,5,175.0,750.0,299.0,6,0.0,30,63,100,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,1,0,0,3.5,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2016-08-09,100,True,True,80220,39.74464,-104.93971,House,Entire home/apt,3,1,1,1,135.0,250.0,75.0,2,30.0,2,64,99,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,1,0,0,2.46,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0
2013-10-13,100,True,True,80206,39.73261,-104.94861000000002,House,Private room,2,1,1,1,78.0,0.0,15.0,1,5.0,2,87,98,10,10.0,10.0,10.0,10.0,10.0,True,moderate,2,0,2,0,2.94,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
2017-02-07,100,True,False,80223,39.71972,-104.99069,Apartment,Entire home/apt,2,1,1,1,50.0,0.0,13.0,1,0.0,30,0,97,10,9.0,10.0,10.0,10.0,10.0,False,flexible,1,1,0,0,8.54,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2014-11-06,100,True,True,80211,39.76352,-105.01124,Apartment,Entire home/apt,6,1,1,1,90.0,900.0,68.0,2,25.0,2,90,98,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,8,7,1,0,1.94,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0
2018-12-04,98,False,False,80206,39.73047,-104.94294,Apartment,Entire home/apt,2,1,1,1,75.0,0.0,45.0,1,0.0,1,79,92,9,10.0,10.0,10.0,10.0,9.0,True,moderate,121,121,0,0,7.19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2018-10-12,100,False,True,80204,39.73282,-104.99163,House,Shared room,2,2,1,2,28.0,0.0,5.0,1,35.0,2,89,92,9,9.0,10.0,10.0,10.0,9.0,True,strict_14_with_grace_period,13,0,2,11,2.01,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2015-10-25,100,True,True,80205,39.75361,-104.98248999999998,House,Private room,3,2,1,1,75.0,100.0,39.0,1,10.0,1,0,98,10,10.0,10.0,10.0,10.0,10.0,True,moderate,2,0,2,0,3.36,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0
2015-12-16,100,True,True,80204,39.7415,-105.0458,House,Entire home/apt,6,2,2,2,119.0,200.0,150.0,4,20.0,30,83,99,10,10.0,10.0,10.0,10.0,10.0,False,moderate,2,2,0,0,2.21,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2016-05-31,100,True,True,80204,39.73564,-104.99831,House,Entire home/apt,6,1,2,2,140.0,250.0,60.0,4,20.0,2,39,98,10,10.0,10.0,10.0,10.0,10.0,False,moderate,2,2,0,0,7.84,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0
2014-08-09,100,True,True,80211,39.75741,-105.03048,House,Entire home/apt,4,1,2,2,75.0,400.0,100.0,4,10.0,5,7,99,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,1.11,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
2012-04-30,100,True,True,80209,39.71245,-104.97529,House,Entire home/apt,2,1,2,2,51.0,100.0,60.0,1,0.0,30,0,100,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,2,1,1,0,0.1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0
2017-05-26,100,True,False,80211,39.76928,-105.00728,Apartment,Entire home/apt,4,1,2,2,81.0,100.0,65.0,1,25.0,1,89,94,10,9.0,10.0,9.0,10.0,9.0,False,flexible,2,2,0,0,4.05,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2016-06-15,100,False,False,80211,39.76332,-105.00289,Apartment,Entire home/apt,4,1,0,1,150.0,250.0,120.0,2,15.0,2,90,95,10,10.0,9.0,10.0,10.0,9.0,False,strict_14_with_grace_period,1,1,0,0,2.45,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0
2013-08-10,100,True,True,80205,39.76314,-104.97355,House,Entire home/apt,4,2,2,2,151.0,0.0,75.0,4,75.0,1,64,99,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,5.78,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0
2016-03-07,100,False,False,80202,39.75655,-105.00232,Apartment,Entire home/apt,2,1,1,1,165.0,0.0,45.0,1,0.0,2,13,100,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,0.61,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
2018-05-02,97,True,True,80211,39.76728,-105.00867,House,Entire home/apt,11,2,3,3,191.0,1000.0,249.0,6,25.0,30,1,100,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,1,1,0,0,2.26,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0
2013-05-21,100,True,False,80205,39.76697,-104.95605,Apartment,Entire home/apt,4,1,2,2,76.0,0.0,60.0,3,5.0,1,51,99,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,4.29,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0
2019-04-14,100,True,False,80249,39.79317,-104.77555,House,Private room,1,1,1,1,45.0,0.0,0.0,1,0.0,1,78,100,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,4,0,4,0,12.78,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
2013-04-12,100,True,True,80205,39.76714000000001,-104.95976,House,Private room,2,1,1,1,79.0,0.0,0.0,1,0.0,3,22,99,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,0,1,0,3.1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0
2012-02-27,97,False,True,80212,39.77351,-105.04982,House,Entire home/apt,3,1,1,2,155.0,200.0,75.0,1,0.0,2,37,99,10,10.0,10.0,10.0,10.0,9.0,False,moderate,1,1,0,0,0.5,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0
2018-12-19,100,True,False,80205,39.76212,-104.95512,House,Entire home/apt,4,1,1,2,54.0,100.0,86.0,1,0.0,30,0,100,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,2,2,0,0,1.67,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1
2018-01-10,100,False,False,80206,39.73474,-104.95311,House,Entire home/apt,5,1,3,2,185.0,350.0,150.0,5,50.0,4,36,100,10,10.0,9.0,10.0,10.0,9.0,False,strict_14_with_grace_period,1,1,0,0,0.57,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0
2016-01-25,100,False,False,80205,39.74762,-104.98331,House,Entire home/apt,10,2,5,10,635.0,500.0,250.0,6,50.0,3,90,96,10,10.0,10.0,10.0,10.0,9.0,True,strict_14_with_grace_period,1,1,0,0,0.68,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1
2018-03-31,100,False,False,80216,39.77297,-104.98289,Apartment,Entire home/apt,2,1,1,1,95.0,0.0,65.0,1,0.0,4,7,100,10,9.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,0.45,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0
2013-10-14,100,True,False,80203,39.71557,-104.97829,House,Private room,2,1,1,1,60.0,0.0,35.0,1,20.0,1,20,99,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,2,1,1,0,4.46,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
2016-03-23,100,True,False,80206,39.73981,-104.94738999999998,Apartment,Entire home/apt,3,1,1,1,150.0,500.0,60.0,2,10.0,1,0,98,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,1,0,0,6.71,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0
2016-08-03,100,False,False,80211,39.77286,-105.00183,House,Entire home/apt,4,1,1,1,100.0,100.0,100.0,1,0.0,30,89,95,10,9.0,10.0,10.0,10.0,9.0,False,moderate,1,1,0,0,3.9,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
2018-12-04,98,False,False,80204,39.73288,-105.0281,Apartment,Entire home/apt,2,1,1,1,80.0,0.0,45.0,1,0.0,1,83,89,9,10.0,10.0,10.0,9.0,9.0,True,moderate,121,121,0,0,5.61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2016-08-14,100,True,False,80202,39.75242,-105.00542,Apartment,Entire home/apt,3,1,1,1,129.0,0.0,35.0,1,0.0,3,0,97,10,9.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,1,0,0,1.98,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0
2016-01-22,100,True,False,80211,39.7804,-105.03646,House,Entire home/apt,8,2,4,4,189.0,400.0,125.0,1,0.0,3,37,100,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,13,13,0,0,0.76,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
2015-12-24,100,False,False,80216,39.78144,-104.98699,House,Entire home/apt,4,1,2,2,120.0,0.0,60.0,2,0.0,1,51,94,9,9.0,9.0,10.0,9.0,9.0,True,moderate,1,1,0,0,5.44,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0
2018-02-28,100,False,True,80205,39.76535,-104.95606,House,Entire home/apt,4,1,2,2,150.0,0.0,20.0,1,0.0,2,48,100,10,10.0,10.0,10.0,10.0,10.0,False,flexible,2,2,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2012-09-21,100,True,True,80220,39.74156,-104.91633,Apartment,Entire home/apt,4,1,2,2,78.0,150.0,20.0,2,15.0,2,78,98,10,10.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,1,0,0,3.1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0
2017-04-17,100,True,False,80223,39.71379,-105.00987,House,Private room,4,1,1,1,65.0,0.0,10.0,1,10.0,1,63,98,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,0,1,0,7.7,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
2014-07-28,100,True,False,80223,39.67242,-104.99657,House,Private room,2,1,1,1,50.0,0.0,0.0,1,0.0,2,0,98,10,10.0,10.0,10.0,10.0,10.0,False,flexible,1,0,1,0,2.88,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2016-06-12,100,True,True,80211,39.76074000000001,-105.00915,Apartment,Entire home/apt,2,1,1,1,150.0,0.0,90.0,1,0.0,3,18,100,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,0.44,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2018-02-18,100,True,False,80211,39.75346,-105.02217,Apartment,Entire home/apt,2,1,1,1,132.0,0.0,75.0,1,0.0,3,2,97,10,9.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,1.5,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0
2017-01-08,100,False,False,80220,39.71745,-104.93357,House,Entire home/apt,12,3,5,6,250.0,200.0,250.0,1,0.0,1,16,100,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,1,1,0,0,2.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2016-10-05,100,False,False,80204,39.73927,-104.99418,Apartment,Entire home/apt,16,3,3,7,249.0,500.0,300.0,1,0.0,2,62,96,10,10.0,9.0,9.0,10.0,9.0,True,strict_14_with_grace_period,4,4,0,0,2.07,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0
2017-03-06,100,False,False,80231,39.65565,-104.88504,Apartment,Private room,6,2,3,3,75.0,350.0,75.0,2,25.0,1,58,99,10,10.0,10.0,10.0,10.0,10.0,True,moderate,2,0,2,0,0.99,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0
2016-12-29,100,True,True,80207,39.76668,-104.92436,House,Entire home/apt,4,1,2,2,115.0,225.0,75.0,1,0.0,2,18,100,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,0.73,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0
2016-06-20,80,True,True,80205,39.754,-104.9802,Apartment,Entire home/apt,4,1,1,3,250.0,0.0,75.0,3,20.0,21,90,100,9,10.0,10.0,10.0,9.0,10.0,False,strict_14_with_grace_period,1,1,0,0,0.43,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
2016-08-11,100,True,True,80205,39.76235,-104.94973,House,Entire home/apt,4,1,1,2,59.0,0.0,49.0,1,0.0,1,39,96,10,9.0,10.0,10.0,10.0,9.0,False,moderate,1,1,0,0,6.55,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0
2015-02-21,100,True,False,80210,39.67994,-104.9592,Apartment,Private room,2,1,1,1,45.0,0.0,55.0,1,0.0,2,75,99,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,0,1,0,1.8,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
2016-06-17,100,True,False,80203,39.72725,-104.98433,Apartment,Entire home/apt,2,1,1,1,125.0,250.0,25.0,2,10.0,30,0,95,9,9.0,10.0,10.0,10.0,10.0,False,flexible,1,1,0,0,0.53,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0
2016-10-12,97,False,False,80211,39.76144,-105.03191,House,Entire home/apt,5,2,2,2,100.0,200.0,150.0,3,20.0,3,3,100,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,0.62,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0
2016-02-09,100,True,True,80223,39.69531,-105.01166,Apartment,Entire home/apt,2,1,1,1,30.0,0.0,15.0,1,10.0,2,63,100,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,8.04,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0
2016-04-11,100,True,False,80205,39.75968,-104.97436,House,Entire home/apt,4,1,2,2,145.0,200.0,40.0,2,20.0,30,0,99,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,9.17,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
2010-10-04,100,True,True,80219,39.67957,-105.05026,House,Entire home/apt,6,1,2,2,95.0,300.0,50.0,4,30.0,1,77,98,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,6.31,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0
2013-09-29,100,True,False,80210,39.68331,-104.96691,Apartment,Entire home/apt,4,1,1,2,55.0,0.0,40.0,2,10.0,3,74,98,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,2.95,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0
2008-07-10,100,False,False,80220,39.72778,-104.93675,Apartment,Entire home/apt,6,1,2,4,125.0,200.0,65.0,4,25.0,1,82,98,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,2,2,0,0,3.0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2016-05-14,97,True,True,80205,39.7498,-104.96001,House,Entire home/apt,7,2,3,5,280.0,200.0,80.0,4,20.0,2,15,100,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,0.54,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2014-03-13,100,True,False,80203,39.73446,-104.97974,House,Entire home/apt,6,1,1,2,200.0,0.0,90.0,1,0.0,2,82,96,10,10.0,10.0,10.0,10.0,9.0,True,flexible,2,2,0,0,5.16,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1
2016-03-04,100,True,False,80218,39.73071,-104.9725,Apartment,Entire home/apt,6,1,2,4,140.0,400.0,100.0,4,20.0,2,84,95,10,10.0,10.0,9.0,10.0,9.0,True,strict_14_with_grace_period,1,1,0,0,4.58,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2015-08-11,100,True,True,80205,39.76585,-104.97613,House,Entire home/apt,10,3,3,4,400.0,500.0,120.0,1,0.0,1,89,97,10,9.0,10.0,10.0,10.0,10.0,False,strict_14_with_grace_period,1,1,0,0,2.22,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0
2018-07-15,100,True,False,80204,39.74499,-105.02717,House,Entire home/apt,8,3,3,3,299.0,300.0,155.0,1,0.0,2,28,100,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,3.4,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2014-01-14,100,True,False,80211,39.77032,-105.03719,Apartment,Entire home/apt,3,1,0,2,99.0,100.0,65.0,2,0.0,2,34,99,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,1,0,0,4.69,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0
2017-09-21,97,False,False,80237,39.63789000000001,-104.88732,Apartment,Private room,2,1,1,2,45.0,0.0,0.0,1,0.0,1,0,98,10,10.0,10.0,10.0,10.0,10.0,True,moderate,1,0,1,0,1.45,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2014-02-21,100,False,True,80211,39.75716,-105.02963,House,Entire home/apt,6,3,3,4,475.0,0.0,125.0,1,0.0,3,28,100,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,1,1,0,0,1.05,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2014-07-21,97,True,True,80204,39.73154,-105.0381,House,Entire home/apt,4,1,2,2,88.0,0.0,35.0,1,0.0,1,0,96,10,9.0,10.0,10.0,9.0,10.0,True,moderate,1,1,0,0,1.77,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0
2018-03-23,100,True,True,80211,39.76086,-105.02797,House,Private room,2,1,1,1,75.0,0.0,25.0,1,0.0,1,1,100,10,10.0,10.0,10.0,10.0,10.0,False,moderate,2,1,1,0,5.42,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2016-02-10,97,False,True,80206,39.74126,-104.96607,House,Entire home/apt,4,2,2,2,147.0,250.0,65.0,1,0.0,1,0,100,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,1,0,0,0.41,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013-12-30,100,True,True,80220,39.72061,-104.91187,Apartment,Entire home/apt,4,1,2,2,85.0,0.0,200.0,2,15.0,30,19,99,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,3,3,0,0,2.07,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0
2014-09-22,100,True,True,80231,39.66107,-104.89098,House,Private room,4,1,2,3,49.0,0.0,0.0,3,15.0,1,77,98,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,0,1,0,11.0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
2017-01-30,97,True,False,80211,39.75939,-105.01592,House,Entire home/apt,5,4,2,3,131.0,0.0,0.0,5,10.0,2,0,98,10,9.0,10.0,10.0,10.0,10.0,True,flexible,1,1,0,0,0.8,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1
2014-04-30,100,True,True,80203,39.72102,-104.98498,Apartment,Entire home/apt,4,1,1,3,120.0,500.0,50.0,2,20.0,3,68,100,10,10.0,10.0,10.0,10.0,10.0,False,moderate,3,3,0,0,6.96,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0
2015-11-12,100,True,False,80202,39.75314,-104.99127,Other,Hotel room,8,2,1,8,45.0,0.0,0.0,1,45.0,1,90,95,10,9.0,10.0,10.0,10.0,10.0,True,moderate,12,0,0,2,4.27,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
2018-08-03,100,False,False,80205,39.75062,-104.99575,Apartment,Entire home/apt,4,1,0,1,150.0,5000.0,60.0,2,30.0,1,86,81,9,9.0,8.0,9.0,9.0,8.0,True,strict_14_with_grace_period,6,6,0,0,2.7,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
2018-02-25,100,False,False,80249,39.79331,-104.77527,House,Private room,2,1,2,1,43.0,0.0,25.0,2,40.0,1,77,100,10,10.0,10.0,10.0,10.0,10.0,False,moderate,1,0,1,0,2.0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2013-08-30,97,False,True,80203,39.74537,-104.98472,Apartment,Entire home/apt,2,1,1,1,96.0,0.0,0.0,1,0.0,3,0,100,10,10.0,10.0,10.0,10.0,10.0,False,flexible,1,1,0,0,0.02,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-10-16,97,False,False,80203,39.72962,-104.98567,Apartment,Entire home/apt,2,1,1,1,90.0,0.0,0.0,1,0.0,2,0,90,9,7.0,9.0,8.0,10.0,10.0,True,flexible,1,1,0,0,0.18,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2014-07-15,100,False,False,80223,39.72051,-104.99262,House,Entire home/apt,4,1,2,3,160.0,0.0,75.0,1,0.0,1,35,94,10,10.0,10.0,10.0,9.0,9.0,False,moderate,2,2,0,0,3.71,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0
2015-08-13,100,True,True,80223,39.67514,-104.98789,Apartment,Entire home/apt,2,1,1,1,75.0,0.0,35.0,1,0.0,1,18,97,10,10.0,10.0,10.0,10.0,10.0,True,strict_14_with_grace_period,1,1,0,0,2.83,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2012-03-24,100,False,True,80205,39.74994,-104.96231,House,Private room,1,1,1,0,37.0,0.0,15.0,1,0.0,1,26,92,10,9.0,10.0,10.0,10.0,10.0,False,moderate,3,0,3,0,1.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2018-08-13,100,True,False,80238,39.76425,-104.8919,House,Entire home/apt,2,1,1,1,128.0,150.0,75.0,1,0.0,1,54,100,10,10.0,10.0,10.0,10.0,10.0,True,flexible,1,1,0,0,3.9,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0
2018-04-10,100,True,True,80218,39.72878,-104.97535,House,Entire home/apt,6,1,2,2,175.0,500.0,110.0,4,25.0,2,70,97,10,10.0,10.0,10.0,10.0,9.0,True,strict_14_with_grace_period,2,2,0,0,6.47,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0
2019-04-16,100,True,False,80220,39.73854,-104.90484,Apartment,Entire home/apt,2,1,1,2,150.0,0.0,89.0,4,50.0,2,74,97,10,10.0,10.0,10.0,10.0,9.0,True,flexible,1,1,0,0,2.25,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
